"chembl_id","canonical_smiles","ic50"
"CHEMBL42409","Cc1c(C(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1","120"
"CHEMBL145528","COc1ccc(CCc2cnc3nc(N)nc(N)c3c2)cc1","290"
"CHEMBL145528","COc1ccc(CCc2cnc3nc(N)nc(N)c3c2)cc1","250"
"CHEMBL145528","COc1ccc(CCc2cnc3nc(N)nc(N)c3c2)cc1","260"
"CHEMBL353570","COC(=O)COc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12","3200"
"CHEMBL68937","CNC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1cnc2ccccc2c1","2280"
"CHEMBL68937","CNC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1cnc2ccccc2c1","840"
"CHEMBL100174","CCCCN(C)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1","151"
"CHEMBL112839","CCOc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1","1300"
"CHEMBL74881","Cc1ccc(CC(CN/C(S)=N/Cc2ccc(NS(C)(=O)=O)cc2)COC(=O)C(C)(C)C)cc1C","67"
"CHEMBL125839","O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1","230"
"CHEMBL124658","O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1","5.2"
"CHEMBL160404","Nc1nc(O)c2nc(CCOc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1","0.014"
"CHEMBL160404","Nc1nc(O)c2nc(CCOc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1","0.26"
"CHEMBL160404","Nc1nc(O)c2nc(CCOc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1","0.32"
"CHEMBL160404","Nc1nc(O)c2nc(CCOc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1","1"
"CHEMBL19052","Cc1nc2c(n1C)C(=O)N1CCN=C1N2CC(C)C","36.6"
"CHEMBL266195","C=CCc1ccccc1OCC(O)CNC(C)C","4.88"
"CHEMBL266195","C=CCc1ccccc1OCC(O)CNC(C)C","2.98"
"CHEMBL2372200","CC(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O","7.09"
"CHEMBL2372200","CC(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O","33.8"
"CHEMBL2372200","CC(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O","5.58"
"CHEMBL2372200","CC(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O","98.3"
"CHEMBL279528","CN1CCCC(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","100"
"CHEMBL279528","CN1CCCC(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","150"
"CHEMBL17155","CN1CCCCC1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21","10"
"CHEMBL17155","CN1CCCCC1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21","8"
"CHEMBL20297","COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC(C)C2","135"
"CHEMBL1204223","CC(C)c1ccc2nc3ccc(C(=O)NCCCCn4ccnc4)cn3c(=O)c2c1.Cl.Cl","1000"
"CHEMBL1204223","CC(C)c1ccc2nc3ccc(C(=O)NCCCCn4ccnc4)cn3c(=O)c2c1.Cl.Cl","200"
"CHEMBL1204223","CC(C)c1ccc2nc3ccc(C(=O)NCCCCn4ccnc4)cn3c(=O)c2c1.Cl.Cl","46"
"CHEMBL542323","CCN(CC)CCNc1ccc2c3c(nn2CCNCCO)-c2ccccc2C(=O)c13.Cl","60"
"CHEMBL17213","CN1CCC(OC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","100"
"CHEMBL17213","CN1CCC(OC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","900"
"CHEMBL276991","CCCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C","42"
"CHEMBL40625","Fc1cccc(CC/N=C(\S)Nc2ccc(Br)cn2)c1","700"
"CHEMBL40625","Fc1cccc(CC/N=C(\S)Nc2ccc(Br)cn2)c1","20"
"CHEMBL299531","CC(C)(C)NC(=O)N(Cc1ccccc1)CC(O)CN(Cc1ccccc1)C(=O)NC(C)(C)C","1000"
"CHEMBL22373","CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC","400"
"CHEMBL340659","Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCc2c[nH]cn2)C(=O)NCCC2CCCCC2)cc1","9000"
"CHEMBL115902","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O","10.6"
"CHEMBL115902","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O","537"
"CHEMBL115902","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O","250"
"CHEMBL115902","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O","111"
"CHEMBL92661","CCOC1(CCN(C)C)c2ccccc2CCc2ccccc21","1700"
"CHEMBL86903","C#C/C(C)=C\CO/N=C1\CN2CCC1C2","807"
"CHEMBL86903","C#C/C(C)=C\CO/N=C1\CN2CCC1C2","1"
"CHEMBL44745","CCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1","37"
"CHEMBL60859","OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1","4900"
"CHEMBL10127","COc1ccc(CCCCc2cc(OC)c(OC)c(OC)c2)cc1O","5800"
"CHEMBL322469","COc1ccc(C[C@H]2C(=O)N[C@@H](C)C(=O)N(C)CCc3ccc(cc3)Oc3cccc(c3)CCC(=O)NC(C)C(=O)N[C@@H](C)C(=O)N2C)cc1","20"
"CHEMBL2370409","COc1ccc(C[C@H]2C(=O)N[C@@H](C)C(=O)N(C)Cc3ccccc3CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N2C)cc1","25"
"CHEMBL445618","CCCN(Cc1ccc(Oc2ccccc2)cc1)C(=O)[C@@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@H]1C(=O)N(CCC)Cc1ccc(Oc2ccccc2)cc1","37"
"CHEMBL3084802","Nc1cc(C2CCC(CNS(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)nn1-c1cccc(C(F)(F)F)c1","10"
"CHEMBL292546","Cc1cc(COc2ccc(N3CC[C@H]([C@@H](C(=O)NO)N4CCCC4)C3=O)cc2)c2ccccc2n1","26"
"CHEMBL302002","Cc1cc(COc2ccc(N3CC[C@](N)(CC(=O)NO)C3=O)cc2)c2ccccc2n1","5"
"CHEMBL302002","Cc1cc(COc2ccc(N3CC[C@](N)(CC(=O)NO)C3=O)cc2)c2ccccc2n1","4800"
"CHEMBL305163","Cc1cc(COc2ccc(N3CC[C@](N)([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1","2"
"CHEMBL305163","Cc1cc(COc2ccc(N3CC[C@](N)([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1","1100"
"CHEMBL291884","Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)OC(C)(C)C)C(=O)NO)C3=O)cc2)cc(C)n1","6"
"CHEMBL303880","COc1cc2cnnc(Cc3c(Cl)cncc3Cl)c2cc1OC1CCCC1","186"
"CHEMBL303880","COc1cc2cnnc(Cc3c(Cl)cncc3Cl)c2cc1OC1CCCC1","186.21"
"CHEMBL79739","COC(=O)N1Cc2cc(OC)ccc2C(Cc2c(Cl)cncc2Cl)=N1","72"
"CHEMBL79739","COC(=O)N1Cc2cc(OC)ccc2C(Cc2c(Cl)cncc2Cl)=N1","72.44"
"CHEMBL98875","CCCCc1ccccc1N(CCCN(C)C)C(=O)c1cc2ccccc2s1","2200"
"CHEMBL133896","CCOc1c(/C(C)=C\C=C\C(C)=C\C(=O)O)cc(C(F)(F)C(F)(F)F)cc1C(C)C","5.3"
"CHEMBL432903","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C","200"
"CHEMBL432903","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C","3470"
"CHEMBL69964","Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1","210"
"CHEMBL65848","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21","1410"
"CHEMBL65848","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21","3460"
"CHEMBL65848","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21","5000"
"CHEMBL65848","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21","4320"
"CHEMBL65848","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21","2780"
"CHEMBL167991","COc1ccc2c(c1)C(O)(CNCC1CCN(CCNS(=O)(=O)c3cccc4ccccc34)CC1)CCC2","0.54"
"CHEMBL350620","COc1ccc2c(c1)CC(CNCC1CCN(CCNS(=O)(=O)c3cccc4ccccc34)CC1)CCC2","16"
"CHEMBL350620","COc1ccc2c(c1)CC(CNCC1CCN(CCNS(=O)(=O)c3cccc4ccccc34)CC1)CCC2","9500"
"CHEMBL53082","O=C(c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1","5000"
"CHEMBL366857","COc1ccc(C[C@H](NC(=O)[C@@H]2CSCN2C(C)=O)C(=O)O)cc1","310"
"CHEMBL161477","C[C@H](Nc1nccc(-c2cc(N(C)CCN(C)C)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","1.4"
"CHEMBL1237352","CCCCOc1ccc2c3cc[n+]4nc(CC)c(CC)cc4c3n(C(=O)OC(C)(C)C)c2c1.Cc1cc(C)c(S(=O)(=O)[O-])c(C)c1","360"
"CHEMBL89169","COc1ccc2c3cc[n+]4nc(/C=C/[Si](C(C)C)(C(C)C)C(C)C)c(/C=C/[Si](C(C)C)(C(C)C)C(C)C)cc4c3n(C)c2c1","2300"
"CHEMBL170446","C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(OC)[C@]2(O)CC1","8200"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","5"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","544"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","88"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","85"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","58.3"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","3000"
"CHEMBL69129","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1","28"
"CHEMBL73664","CCCCNC(=N)c1ccc(C2=NO[C@@H](CC(=O)NC[C@H](NC(=O)OCCCC)C(=O)O)C2)cc1","62"
"CHEMBL289012","COc1ccc([C@H](Cc2ccncc2)c2ccc(NC(=O)N3CCCC3)cc2)cc1OC1CCCC1","10"
"CHEMBL292291","CCNC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1","0.5"
"CHEMBL43042","CCOCn1nnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1","74"
"CHEMBL58982","CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CSSC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","1230"
"CHEMBL433930","Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cn1)C(=O)CC2","49.4"
"CHEMBL543550","Cc1ccsc1C(=CCCN1CCC=C(C(=O)O)C1)c1sccc1C.Cl","138"
"CHEMBL1203035","Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CCc2ccccc2)CC1","1.04"
"CHEMBL1203032","Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccccc2)CC1","0.63"
"CHEMBL1203032","Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccccc2)CC1","0.025"
"CHEMBL1203032","Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccccc2)CC1","0.0064"
"CHEMBL19652","O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2c[nH]c3ccc(O)cc23)CC1","25"
"CHEMBL19652","O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2c[nH]c3ccc(O)cc23)CC1","11"
"CHEMBL19652","O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2c[nH]c3ccc(O)cc23)CC1","11"
"CHEMBL19652","O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2c[nH]c3ccc(O)cc23)CC1","10"
"CHEMBL170925","CCOC(=O)C(Cc1ccc(Cl)cc1)Nc1nc2ccc(C(C)C)cc2s1","330"
"CHEMBL354336","COc1ccc2oc(NC(Cc3ccc(F)cc3)c3ccccn3)nc2c1","11"
"CHEMBL333978","CCCc1nn(CC(F)(F)F)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1","1.6"
"CHEMBL173611","CC(C)c1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1","6"
"CHEMBL291356","COc1ccccc1-c1c(NC(=O)Nc2ccc(F)cc2F)cnc2ccc(Cl)cc12","24"
"CHEMBL302238","O=C(Nc1ccc(Cl)cc1)Nc1cnc2ccc(Cl)cc2c1-c1ccccc1","1296"
"CHEMBL52750","CCCOc1cc2c3ccccc3nc-2c[nH]1","11.02"
"CHEMBL70086","CCOC(=O)c1cc2c(cn1)oc1ccccc12","9204.5"
"CHEMBL66155","CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1C","12"
"CHEMBL86021","CCCCCSc1nc(O)c2[nH]cnc2n1","2850"
"CHEMBL415320","CCc1cc(NCc2nc3ccccc3o2)c(O)nc1C","208.93"
"CHEMBL142218","Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)F","55"
"CHEMBL142218","Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)F","14"
"CHEMBL141732","N#C/C(C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)C1CC1","47"
"CHEMBL141732","N#C/C(C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)C1CC1","21"
"CHEMBL139611","N#C/C(C(=O)Nc1ccc(-c2ccco2)cc1)=C(/O)C1CC1","5900"
"CHEMBL139611","N#C/C(C(=O)Nc1ccc(-c2ccco2)cc1)=C(/O)C1CC1","1780"
"CHEMBL341877","N#C/C(C(=O)Nc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)=C(/O)C1CC1","1510"
"CHEMBL341877","N#C/C(C(=O)Nc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)=C(/O)C1CC1","3550"
"CHEMBL142997","N#C/C(C(=O)Nc1ccc(-c2ccc(F)cc2)cc1)=C(/O)C1CC1","8510"
"CHEMBL142997","N#C/C(C(=O)Nc1ccc(-c2ccc(F)cc2)cc1)=C(/O)C1CC1","2140"
"CHEMBL142705","N#C/C(C(=O)Nc1ccc(Cl)nc1)=C(/O)C1CC1","1780"
"CHEMBL142705","N#C/C(C(=O)Nc1ccc(Cl)nc1)=C(/O)C1CC1","630"
"CHEMBL174448","Cc1[nH]c([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)NC2CCCCC2)nc1C(=O)O","11"
"CHEMBL177839","Cc1oc([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@@H](CC(=O)NC2CCCCC2)CC(C)C)nc1C(=O)O","310"
"CHEMBL30334","C=C(CC[C@]12O[C@H](CN=C(N)N)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1","65"
"CHEMBL280978","C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1","12"
"CHEMBL279680","COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc1OC","320"
"CHEMBL279680","COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc1OC","44"
"CHEMBL279680","COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc1OC","29"
"CHEMBL384726","C/C=C/C[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CCC)C(=O)N(C)[C@@H](CO)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C","93"
"CHEMBL384726","C/C=C/C[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CCC)C(=O)N(C)[C@@H](CO)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C","48"
"CHEMBL384726","C/C=C/C[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CCC)C(=O)N(C)[C@@H](CO)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C","56"
"CHEMBL384726","C/C=C/C[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CCC)C(=O)N(C)[C@@H](CO)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C","26"
"CHEMBL97568","c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)cc1","90"
"CHEMBL97568","c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)cc1","580"
"CHEMBL97568","c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)cc1","580"
"CHEMBL97568","c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)cc1","350"
"CHEMBL332993","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccccc1-c1ccccc1","6"
"CHEMBL332993","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccccc1-c1ccccc1","3"
"CHEMBL436580","COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccno3)CC2C(=O)NO)cc1","146.99"
"CHEMBL305245","CCCCCCCCCCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1","240"
"CHEMBL536328","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(N(CCCl)CCCl)ccc5[nH]4)cn3C)cn2C)cc1C(=O)NCCC(=N)N","8"
"CHEMBL536328","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(N(CCCl)CCCl)ccc5[nH]4)cn3C)cn2C)cc1C(=O)NCCC(=N)N","0.42"
"CHEMBL536328","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(N(CCCl)CCCl)ccc5[nH]4)cn3C)cn2C)cc1C(=O)NCCC(=N)N","1.2"
"CHEMBL536328","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(N(CCCl)CCCl)ccc5[nH]4)cn3C)cn2C)cc1C(=O)NCCC(=N)N","1"
"CHEMBL536328","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(N(CCCl)CCCl)ccc5[nH]4)cn3C)cn2C)cc1C(=O)NCCC(=N)N","20"
"CHEMBL126857","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1","2.31"
"CHEMBL126857","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1","2590"
"CHEMBL126857","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1","3870"
"CHEMBL126842","CCN(CC)C(=O)c1ccc(C(=C2CCN(C)CC2)c2ccccc2)cc1","27"
"CHEMBL344837","c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1","28.7"
"CHEMBL344837","c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1","2500"
"CHEMBL49808","N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NC2CCCCC2)cc1","1510"
"CHEMBL332261","CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCN2C(=O)N(Cc3ccccc3)C(=O)C[C@@H]12","22.7"
"CHEMBL332261","CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCN2C(=O)N(Cc3ccccc3)C(=O)C[C@@H]12","6153"
"CHEMBL150077","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1","119"
"CHEMBL150077","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1","0.2"
"CHEMBL150077","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1","5"
"CHEMBL150077","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1","307"
"CHEMBL150077","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1","0.3"
"CHEMBL357796","COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(=O)NO)cc1","4235"
"CHEMBL357796","COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(=O)NO)cc1","11"
"CHEMBL357796","COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(=O)NO)cc1","222"
"CHEMBL357796","COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(=O)NO)cc1","6724"
"CHEMBL357796","COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(=O)NO)cc1","8"
"CHEMBL312429","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc4ccccc4c3)CC2)cc1","368"
"CHEMBL312429","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc4ccccc4c3)CC2)cc1","5"
"CHEMBL312429","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc4ccccc4c3)CC2)cc1","2"
"CHEMBL312429","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc4ccccc4c3)CC2)cc1","170"
"CHEMBL78549","CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1","1720"
"CHEMBL78549","CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1","1"
"CHEMBL78549","CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1","1"
"CHEMBL78549","CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1","413"
"CHEMBL78508","CC(C)CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1","2560"
"CHEMBL78508","CC(C)CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1","4"
"CHEMBL78508","CC(C)CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1","2"
"CHEMBL78508","CC(C)CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1","565"
"CHEMBL267424","CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc4ccc(-c5ccc(Cl)cc5)cc4)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(cc3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O","7700"
